driver_id,date,total_transcations,total_distance,online_duration_in_seconds,orders_received,orders_accepted,earnings,orders_cancelled,label
140219265,2016-08-18,0,0.0,0,0,0,0.0,0,0
140276586,2016-08-18,0,0.0,0,0,0,0.0,0,1
140350665,2016-08-18,0,0.0,276,0,0,0.0,0,0
140167966,2016-08-18,0,0.0,0,0,0,0.0,0,0
140566227,2016-08-18,0,0.0,1551,0,0,0.0,0,0
140554920,2016-08-18,0,0.0,0,0,0,0.0,0,0
140495602,2016-08-18,0,0.0,27,0,0,0.0,0,0
140614234,2016-08-18,0,0.0,0,0,0,0.0,0,0
140470025,2016-08-18,0,0.0,0,0,0,0.0,0,0
140407773,2016-08-18,0,0.0,14,0,0,0.0,0,0
140167578,2016-08-18,0,0.0,0,0,0,0.0,0,0
140255639,2016-08-18,0,0.0,0,0,0,0.0,0,0
140160546,2016-08-18,0,0.0,0,0,0,0.0,0,0
140158914,2016-08-18,0,0.0,40,0,0,0.0,0,1
140325194,2016-08-18,0,0.0,0,0,0,0.0,0,0
140680136,2016-08-18,0,0.0,40,0,0,0.0,0,0
140501654,2016-08-18,0,0.0,0,0,0,0.0,0,1
140272814,2016-08-18,0,0.0,0,0,0,0.0,0,0
140566541,2016-08-18,0,0.0,3631,0,0,0.0,0,0
140512314,2016-08-18,0,0.0,2308,0,0,0.0,0,0
140414660,2016-08-18,0,0.0,1028,0,0,0.0,0,1
140634644,2016-08-18,0,0.0,1069,0,0,0.0,0,0
140577662,2016-08-18,0,0.0,1628,0,0,0.0,0,0
140127666,2016-08-18,0,0.0,1712,0,0,0.0,0,0
140585435,2016-08-18,0,0.0,63,0,0,0.0,0,0
140305804,2016-08-18,0,0.0,285,0,0,0.0,0,0
140514728,2016-08-18,0,0.0,0,0,0,0.0,0,0
140146857,2016-08-18,0,0.0,0,0,0,0.0,0,0
140155546,2016-08-18,0,0.0,0,0,0,0.0,0,0
140645677,2016-08-18,0,0.0,464,0,0,0.0,0,0
140513987,2016-08-18,0,0.0,2863,0,0,0.0,0,0
140219677,2016-08-18,0,0.0,0,0,0,0.0,0,1
140400480,2016-08-18,0,0.0,0,0,0,0.0,0,0
140493743,2016-08-18,0,0.0,0,0,0,0.0,0,1
140143974,2016-08-18,0,0.0,6355,0,0,0.0,0,0
140677832,2016-08-18,0,0.0,0,0,0,0.0,0,0
140090457,2016-08-18,0,0.0,0,0,0,0.0,0,0
140106219,2016-08-18,0,0.0,0,0,0,0.0,0,0
140134590,2016-08-18,0,0.0,2,0,0,0.0,0,0
140122945,2016-08-18,0,0.0,0,0,0,0.0,0,0
140091670,2016-08-18,0,0.0,0,0,0,0.0,0,0
140213169,2016-08-18,0,0.0,0,0,0,0.0,0,0
140105867,2016-08-18,0,0.0,0,0,0,0.0,0,0
140342339,2016-08-18,0,0.0,0,0,0,0.0,0,0
140091443,2016-08-18,0,0.0,0,0,0,0.0,0,0
140298039,2016-08-18,0,0.0,8102,0,0,0.0,0,0
140680201,2016-08-18,0,0.0,0,0,0,0.0,0,1
140155250,2016-08-18,0,0.0,0,0,0,0.0,0,0
140177939,2016-08-18,0,0.0,0,0,0,0.0,0,0
140677166,2016-08-18,0,0.0,0,0,0,0.0,0,0
140111375,2016-08-18,0,0.0,1263,0,0,0.0,0,0
140284186,2016-08-18,0,0.0,598,0,0,0.0,0,0
140484092,2016-08-18,0,0.0,0,0,0,0.0,0,1
140341470,2016-08-18,0,0.0,0,0,0,0.0,0,1
140289779,2016-08-18,0,0.0,0,0,0,0.0,0,0
140556092,2016-08-18,0,0.0,0,0,0,0.0,0,0
140284528,2016-08-18,0,0.0,1828,0,0,0.0,0,1
140273663,2016-08-18,0,0.0,0,0,0,0.0,0,0
140171331,2016-08-18,0,0.0,24,0,0,0.0,0,0
140590294,2016-08-18,0,0.0,0,0,0,0.0,0,0
140392997,2016-08-18,0,0.0,3355,0,0,0.0,0,0
140299504,2016-08-18,0,0.0,4240,0,0,0.0,0,0
140672917,2016-08-18,0,0.0,0,0,0,0.0,0,0
140403224,2016-08-18,0,0.0,0,0,0,0.0,0,1
140140281,2016-08-18,0,0.0,8524,0,0,0.0,0,0
140151584,2016-08-18,0,0.0,0,0,0,0.0,0,0
140221400,2016-08-18,0,0.0,3596,0,0,0.0,0,0
140505237,2016-08-18,0,0.0,0,0,0,0.0,0,0
140188127,2016-08-18,0,0.0,29,0,0,0.0,0,0
140157903,2016-08-18,0,0.0,1266,0,0,0.0,0,0
140282226,2016-08-18,0,0.0,2,0,0,0.0,0,0
140215561,2016-08-18,0,0.0,0,0,0,0.0,0,0
140447210,2016-08-18,0,0.0,0,0,0,0.0,0,0
140414182,2016-08-18,0,0.0,1270,0,0,0.0,0,0
140384381,2016-08-18,0,0.0,0,0,0,0.0,0,0
140687592,2016-08-18,0,0.0,99,0,0,0.0,0,0
140142923,2016-08-18,0,0.0,0,0,0,0.0,0,0
140530978,2016-08-18,0,0.0,0,0,0,0.0,0,0
140501436,2016-08-18,0,0.0,0,0,0,0.0,0,0
140157697,2016-08-18,0,0.0,0,0,0,0.0,0,0
140599785,2016-08-18,0,0.0,0,0,0,0.0,0,0
140219964,2016-08-18,0,0.0,0,0,0,0.0,0,0
140581189,2016-08-18,0,0.0,0,0,0,0.0,0,0
140129542,2016-08-18,0,0.0,0,0,0,0.0,0,0
140239779,2016-08-18,0,0.0,248,0,0,0.0,0,0
140680826,2016-08-18,0,0.0,0,0,0,0.0,0,1
140559042,2016-08-18,0,0.0,0,0,0,0.0,0,1
140654791,2016-08-18,0,0.0,138,0,0,0.0,0,0
140195366,2016-08-18,0,0.0,0,0,0,0.0,0,1
140604801,2016-08-18,0,0.0,11258,0,0,0.0,0,0
140093418,2016-08-18,0,0.0,0,0,0,0.0,0,0
140443272,2016-08-18,0,0.0,0,0,0,0.0,0,0
140316835,2016-08-18,0,0.0,0,0,0,0.0,0,0
140297709,2016-08-18,0,0.0,0,0,0,0.0,0,0
140550910,2016-08-18,0,0.0,0,0,0,0.0,0,0
140672757,2016-08-18,0,0.0,0,0,0,0.0,0,0
140627509,2016-08-18,0,0.0,824,0,0,0.0,0,0
140135895,2016-08-18,0,0.0,1070,0,0,0.0,0,1
140529190,2016-08-18,0,0.0,0,0,0,0.0,0,1
140612118,2016-08-18,0,0.0,0,0,0,0.0,0,0
140198862,2016-08-18,0,0.0,1220,0,0,0.0,0,1
140091798,2016-08-18,0,0.0,0,0,0,0.0,0,0
140576827,2016-08-18,0,0.0,0,0,0,0.0,0,0
140119661,2016-08-18,0,0.0,0,0,0,0.0,0,0
140161998,2016-08-18,0,0.0,0,0,0,0.0,0,0
140116577,2016-08-18,0,0.0,0,0,0,0.0,0,0
140503177,2016-08-18,0,0.0,0,0,0,0.0,0,0
140531544,2016-08-18,0,0.0,0,0,0,0.0,0,0
140669111,2016-08-18,0,0.0,0,0,0,0.0,0,0
140608804,2016-08-18,0,0.0,0,0,0,0.0,0,0
140475513,2016-08-18,0,0.0,0,0,0,0.0,0,1
140134526,2016-08-18,0,0.0,0,0,0,0.0,0,0
140567460,2016-08-18,0,0.0,0,0,0,0.0,0,0
140362379,2016-08-18,0,0.0,0,0,0,0.0,0,0
140191341,2016-08-18,0,0.0,0,0,0,0.0,0,0
140134143,2016-08-18,0,0.0,0,0,0,0.0,0,0
140192255,2016-08-18,0,0.0,0,0,0,0.0,0,0
140318072,2016-08-18,0,0.0,9180,0,0,0.0,0,0
140165081,2016-08-18,0,0.0,0,0,0,0.0,0,1
140146138,2016-08-18,0,0.0,166,0,0,0.0,0,0
140226030,2016-08-18,0,0.0,710,0,0,0.0,0,1
140447611,2016-08-18,0,0.0,0,0,0,0.0,0,0
140177056,2016-08-18,0,0.0,0,0,0,0.0,0,1
140197531,2016-08-18,0,0.0,0,0,0,0.0,0,1
140197025,2016-08-18,0,0.0,0,0,0,0.0,0,1
140503717,2016-08-18,0,0.0,0,0,0,0.0,0,0
140669904,2016-08-18,0,0.0,0,0,0,0.0,0,0
140283032,2016-08-18,0,0.0,0,0,0,0.0,0,0
140431425,2016-08-18,0,0.0,0,0,0,0.0,0,0
140433228,2016-08-18,0,0.0,0,0,0,0.0,0,0
140165845,2016-08-18,0,0.0,9225,0,0,0.0,0,0
140564853,2016-08-18,0,0.0,0,0,0,0.0,0,0
140217072,2016-08-18,0,0.0,0,0,0,0.0,0,0
140333891,2016-08-18,0,0.0,0,0,0,0.0,0,0
140404705,2016-08-18,0,0.0,0,0,0,0.0,0,1
140182114,2016-08-18,0,0.0,0,0,0,0.0,0,0
140420451,2016-08-18,0,0.0,0,0,0,0.0,0,0
140315124,2016-08-18,0,0.0,0,0,0,0.0,0,0
140444223,2016-08-18,0,0.0,0,0,0,0.0,0,0
140576140,2016-08-18,0,0.0,10,0,0,0.0,0,0
140435452,2016-08-18,0,0.0,0,0,0,0.0,0,0
140388195,2016-08-18,0,0.0,0,0,0,0.0,0,0
140350446,2016-08-18,0,0.0,0,0,0,0.0,0,0
140261656,2016-08-18,0,0.0,0,0,0,0.0,0,0
140122244,2016-08-18,0,0.0,0,0,0,0.0,0,0
140172392,2016-08-18,0,0.0,1015,0,0,0.0,0,0
140325812,2016-08-18,0,0.0,0,0,0,0.0,0,0
140194737,2016-08-18,0,0.0,0,0,0,0.0,0,1
140139978,2016-08-18,0,0.0,0,0,0,0.0,0,0
140563353,2016-08-18,0,0.0,0,0,0,0.0,0,1
140501620,2016-08-18,0,0.0,3287,0,0,0.0,0,0
140566369,2016-08-18,0,0.0,0,0,0,0.0,0,0
140228103,2016-08-18,0,0.0,0,0,0,0.0,0,1
140583042,2016-08-18,0,0.0,0,0,0,0.0,0,1
140441056,2016-08-18,0,0.0,0,0,0,0.0,0,1
140650641,2016-08-18,0,0.0,0,0,0,0.0,0,1
140134727,2016-08-18,0,0.0,255,0,0,0.0,0,0
140400573,2016-08-18,0,0.0,0,0,0,0.0,0,0
140513178,2016-08-18,0,0.0,0,0,0,0.0,0,0
140207763,2016-08-18,0,0.0,3102,0,0,0.0,0,0
140278978,2016-08-18,0,0.0,0,0,0,0.0,0,0
140173547,2016-08-18,0,0.0,0,0,0,0.0,0,0
140281674,2016-08-18,0,0.0,0,0,0,0.0,0,0
140268136,2016-08-18,0,0.0,0,0,0,0.0,0,0
140219742,2016-08-18,0,0.0,12,0,0,0.0,0,0
140165995,2016-08-18,0,0.0,173,0,0,0.0,0,0
140166966,2016-08-18,0,0.0,0,0,0,0.0,0,0
140260480,2016-08-18,0,0.0,0,0,0,0.0,0,0
140475136,2016-08-18,0,0.0,0,0,0,0.0,0,0
140130559,2016-08-18,0,0.0,0,0,0,0.0,0,0
140353312,2016-08-18,0,0.0,0,0,0,0.0,0,0
140420216,2016-08-18,0,0.0,0,0,0,0.0,0,0
140284360,2016-08-18,0,0.0,240,0,0,0.0,0,0
140578814,2016-08-18,0,0.0,0,0,0,0.0,0,0
140235979,2016-08-18,0,0.0,0,0,0,0.0,0,0
140270486,2016-08-18,0,0.0,0,0,0,0.0,0,0
140192274,2016-08-18,0,0.0,11822,0,0,0.0,0,0
140565275,2016-08-18,0,0.0,0,0,0,0.0,0,0
140386746,2016-08-18,0,0.0,0,0,0,0.0,0,1
140131470,2016-08-18,0,0.0,0,0,0,0.0,0,1
140162519,2016-08-18,0,0.0,4985,0,0,0.0,0,0
140479451,2016-08-18,0,0.0,0,0,0,0.0,0,0
140153710,2016-08-18,0,0.0,0,0,0,0.0,0,1
140657600,2016-08-18,0,0.0,0,0,0,0.0,0,0
140484200,2016-08-18,0,0.0,6,0,0,0.0,0,1
140301818,2016-08-18,0,0.0,0,0,0,0.0,0,0
140105544,2016-08-18,0,0.0,0,0,0,0.0,0,0
140472741,2016-08-18,0,0.0,0,0,0,0.0,0,0
140338068,2016-08-18,0,0.0,0,0,0,0.0,0,0
140598613,2016-08-18,0,0.0,179,0,0,0.0,0,1
140555079,2016-08-18,0,0.0,49,0,0,0.0,0,0
140581465,2016-08-18,0,0.0,0,0,0,0.0,0,0
140625379,2016-08-18,0,0.0,16,0,0,0.0,0,0
140156453,2016-08-18,0,0.0,3,0,0,0.0,0,0
140503082,2016-08-18,0,0.0,0,0,0,0.0,0,0
140100000,2016-08-18,0,0.0,1808,0,0,0.0,0,0
140387080,2016-08-18,0,0.0,1856,0,0,0.0,0,0
140133777,2016-08-18,0,0.0,0,0,0,0.0,0,0
140447503,2016-08-18,0,0.0,5401,0,0,0.0,0,0
140594423,2016-08-18,0,0.0,0,0,0,0.0,0,0
140546791,2016-08-18,0,0.0,1100,0,0,0.0,0,0
140093823,2016-08-18,0,0.0,0,0,0,0.0,0,1
140187801,2016-08-18,0,0.0,0,0,0,0.0,0,1
140405839,2016-08-18,0,0.0,0,0,0,0.0,0,0
140500921,2016-08-18,0,0.0,0,0,0,0.0,0,1
140637173,2016-08-18,0,0.0,57,0,0,0.0,0,0
140145375,2016-08-18,0,0.0,193,0,0,0.0,0,0
140172988,2016-08-18,0,0.0,1663,0,0,0.0,0,0
140344239,2016-08-18,0,0.0,0,0,0,0.0,0,0
140515733,2016-08-18,0,0.0,2311,0,0,0.0,0,0
140093084,2016-08-18,0,0.0,0,0,0,0.0,0,1
140548758,2016-08-18,0,0.0,0,0,0,0.0,0,0
140261946,2016-08-18,1,11.47,9004,0,0,0.0,0,0
140143342,2016-08-18,1,27.0,7115,0,0,0.0,0,0
140286109,2016-08-18,1,12.1,2671,0,0,0.0,0,0
140257338,2016-08-18,1,6.59,5486,0,0,0.0,0,0
140131311,2016-08-18,0,0.0,6954,2,0,0.0,0,0
140648837,2016-08-18,0,0.0,7387,2,0,0.0,0,0
140564766,2016-08-18,0,0.0,3313,2,2,0.0,1,0
140575687,2016-08-18,0,0.0,804,2,1,0.0,1,0
140139073,2016-08-18,0,0.0,5543,2,0,0.0,0,0
140155850,2016-08-18,0,0.0,19223,2,0,0.0,0,0
140309762,2016-08-18,0,0.0,10954,2,1,0.0,1,0
140096042,2016-08-18,0,0.0,3779,2,1,0.0,0,0
140154148,2016-08-18,0,0.0,8047,2,1,0.0,1,0
140473261,2016-08-18,0,0.0,2612,2,0,0.0,0,0
140197948,2016-08-18,0,0.0,5611,2,1,0.0,1,0
140454835,2016-08-18,0,0.0,8546,2,1,0.0,0,0
140135511,2016-08-18,0,0.0,4223,2,1,0.0,1,0
140270970,2016-08-18,0,0.0,7631,2,1,0.0,0,0
140337249,2016-08-18,0,0.0,2773,2,0,0.0,0,0
140604235,2016-08-18,0,0.0,8610,2,1,0.0,1,0
140157757,2016-08-18,0,0.0,3774,2,0,0.0,0,0
140547374,2016-08-18,0,0.0,8057,2,0,0.0,0,0
140250686,2016-08-18,0,0.0,18834,2,1,0.0,0,0
140242559,2016-08-18,0,0.0,26539,2,0,0.0,0,0
140560248,2016-08-18,0,0.0,1883,2,0,0.0,0,0
140187755,2016-08-18,0,0.0,3141,2,0,0.0,0,0
140298836,2016-08-18,0,0.0,46288,2,0,0.0,0,0
140639544,2016-08-18,0,0.0,5105,2,0,0.0,0,0
140188741,2016-08-18,0,0.0,6942,2,0,0.0,0,0
140466046,2016-08-18,0,0.0,5604,2,0,0.0,0,0
140245516,2016-08-18,0,0.0,3192,2,0,0.0,0,0
140211039,2016-08-18,0,0.0,10360,2,0,0.0,0,0
140365471,2016-08-18,0,0.0,907,2,0,0.0,0,0
140238724,2016-08-18,0,0.0,7832,2,0,0.0,0,0
140447713,2016-08-18,0,0.0,1946,2,0,0.0,0,0
140132112,2016-08-18,0,0.0,32616,2,0,0.0,0,0
140404681,2016-08-18,0,0.0,1843,2,1,0.0,0,0
140161770,2016-08-18,0,0.0,7217,2,0,0.0,0,0
140504888,2016-08-18,0,0.0,4596,2,2,0.0,0,0
140109867,2016-08-18,0,0.0,31673,2,0,0.0,0,0
140164210,2016-08-18,0,0.0,26375,2,0,0.0,0,0
140509513,2016-08-18,0,0.0,28692,2,1,0.0,1,0
140279101,2016-08-18,0,0.0,4045,2,0,0.0,0,0
140658683,2016-08-18,0,0.0,2641,2,0,0.0,0,0
140436219,2016-08-18,0,0.0,3216,2,1,0.0,0,0
140285760,2016-08-18,0,0.0,1905,2,0,0.0,0,0
140506737,2016-08-18,2,6.85,13695,2,2,29900.0,0,0
140435102,2016-08-18,2,40.73,15413,2,2,157550.0,0,0
140111566,2016-08-18,2,14.29,8675,2,2,48299.99999999999,0,0
140660834,2016-08-18,2,17.41,8217,2,2,57499.99999999999,0,0
140310151,2016-08-18,2,13.41,24344,2,2,44850.0,0,0
140287872,2016-08-18,2,16.22,30387,2,2,63249.99999999999,0,0
140644781,2016-08-18,2,7.58,6173,2,2,26450.0,0,0
140413140,2016-08-18,2,24.11,17894,2,2,97750.0,0,0
140318271,2016-08-18,2,49.48,21107,2,2,200100.0,0,0
140098775,2016-08-18,2,31.08,10169,2,2,58649.99999999999,0,0
140212377,2016-08-18,1,4.16,13257,2,1,13799.999999999998,0,0
140135058,2016-08-18,1,4.43,5284,2,2,14949.999999999998,1,0
140260996,2016-08-18,1,22.92,17712,2,1,93150.0,0,0
140274613,2016-08-18,1,1.3,9804,2,2,11500.0,1,0
140217821,2016-08-18,1,1.7,14683,2,1,11500.0,0,1
140217009,2016-08-18,1,31.19,26374,2,1,126500.0,0,0
140517265,2016-08-18,1,25.97,14096,2,1,87400.0,0,0
140143853,2016-08-18,1,23.84,15838,2,2,79350.0,0,0
140380885,2016-08-18,1,37.25,37850,2,1,75900.0,0,0
140090238,2016-08-18,1,30.44,6486,2,2,123050.0,1,0
140095946,2016-08-18,1,31.17,14957,2,1,109250.0,0,0
140277129,2016-08-18,1,37.24,9447,2,2,133400.0,0,0
140414979,2016-08-18,1,38.24,22883,2,1,154100.0,0,0
140573104,2016-08-18,1,9.45,18707,2,2,32200.0,1,0
140433597,2016-08-18,1,18.16,7255,2,2,59799.99999999999,1,0
140113418,2016-08-18,1,18.98,19634,2,1,62099.99999999999,0,0
140105358,2016-08-18,1,8.07,21701,2,1,33350.0,0,0
140115937,2016-08-18,1,18.46,4945,2,1,74750.0,0,0
140210820,2016-08-18,1,37.52,22837,2,1,134550.0,0,0
140138739,2016-08-18,1,38.12,5301,2,2,79350.0,1,0
140208653,2016-08-18,1,36.87,56455,2,2,149500.0,1,0
140622417,2016-08-18,1,6.15,10196,2,2,20700.0,0,0
140507868,2016-08-18,1,5.84,4350,2,2,24150.0,0,0
140676077,2016-08-18,1,4.45,7446,2,2,14949.999999999998,1,0
140579742,2016-08-18,1,9.35,24278,2,1,37950.0,0,0
140348266,2016-08-18,1,5.53,19200,2,2,18400.0,0,0
140129350,2016-08-18,1,20.06,3481,2,2,65550.0,0,0
140676222,2016-08-18,1,10.23,8103,2,1,33350.0,0,0
140238451,2016-08-18,1,9.93,3143,2,1,32200.0,0,0
140132024,2016-08-18,1,9.58,9781,2,2,32200.0,0,0
140197069,2016-08-18,1,18.52,17231,2,1,59799.99999999999,0,1
140161860,2016-08-18,0,0.0,15547,3,2,0.0,2,0
140653517,2016-08-18,0,0.0,6186,3,3,0.0,2,0
140658977,2016-08-18,0,0.0,20709,3,0,0.0,0,0
140193484,2016-08-18,0,0.0,4926,3,2,0.0,1,0
140179922,2016-08-18,0,0.0,19661,3,1,0.0,0,0
140171664,2016-08-18,0,0.0,9709,3,1,0.0,0,0
140115912,2016-08-18,0,0.0,2476,3,1,0.0,1,0
140676644,2016-08-18,0,0.0,3838,3,2,0.0,0,0
140306392,2016-08-18,0,0.0,11461,3,3,0.0,0,0
140638151,2016-08-18,0,0.0,9657,3,0,0.0,0,0
140495132,2016-08-18,0,0.0,14091,3,0,0.0,0,0
140596795,2016-08-18,0,0.0,16707,3,2,0.0,0,0
140097083,2016-08-18,0,0.0,7602,3,0,0.0,0,1
140209884,2016-08-18,0,0.0,16235,3,0,0.0,0,0
140565989,2016-08-18,0,0.0,5547,3,3,0.0,1,0
140543989,2016-08-18,0,0.0,6646,3,2,0.0,1,0
140631184,2016-08-18,0,0.0,6555,3,0,0.0,0,0
140119455,2016-08-18,0,0.0,6158,3,1,0.0,1,0
140435574,2016-08-18,0,0.0,2404,3,2,0.0,0,0
140524484,2016-08-18,0,0.0,22361,3,1,0.0,0,0
140484684,2016-08-18,2,5.1,7369,3,3,23000.0,0,0
140535429,2016-08-18,2,37.98,12748,3,3,78200.0,0,0
140168319,2016-08-18,2,24.38,16646,3,3,34500.0,0,0
140165763,2016-08-18,2,23.16,26840,3,2,31050.0,0,1
140582046,2016-08-18,2,20.03,11805,3,2,74750.0,0,0
140184289,2016-08-18,2,12.61,12218,3,2,48299.99999999999,0,0
140125366,2016-08-18,2,31.88,6726,3,2,104650.0,0,0
140564707,2016-08-18,2,22.81,7822,3,2,79350.0,0,1
140434038,2016-08-18,2,11.69,8208,3,3,39100.0,0,0
140484114,2016-08-18,2,15.01,20237,3,2,49449.99999999999,0,0
140644010,2016-08-18,2,54.96,21549,3,2,205850.0,0,0
140135326,2016-08-18,2,46.75,30388,3,2,110400.0,0,0
140628384,2016-08-18,3,22.1,13335,3,2,44850.0,0,0
140476765,2016-08-18,3,53.82,14608,3,3,201250.0,0,0
140515920,2016-08-18,3,66.97,33261,3,2,228850.0,0,0
140139548,2016-08-18,3,25.63,16704,3,3,52899.99999999999,0,0
140636268,2016-08-18,3,8.7,8376,3,3,41400.0,0,0
140168404,2016-08-18,3,37.62,11011,3,3,88550.0,1,0
140536511,2016-08-18,3,42.94,11121,3,3,146050.0,0,0
140219614,2016-08-18,3,23.28,10413,3,3,95450.0,0,0
140286782,2016-08-18,3,39.15,10978,3,3,140300.0,0,0
140167049,2016-08-18,4,99.83,28903,3,3,240350.0,0,0
140122166,2016-08-18,1,4.29,9330,3,3,14949.999999999998,2,0
140610806,2016-08-18,1,4.99,37500,3,1,20700.0,0,0
140179667,2016-08-18,1,49.87,48147,3,2,184000.0,1,0
140515770,2016-08-18,1,12.21,10247,3,2,40250.0,0,0
140427777,2016-08-18,1,0.16,9652,3,1,11500.0,0,0
140637497,2016-08-18,1,4.41,18211,3,1,18400.0,0,0
140167363,2016-08-18,1,16.65,23093,3,1,55199.99999999999,0,1
140564979,2016-08-18,1,2.91,7767,3,3,12649.999999999998,1,0
140325207,2016-08-18,1,13.38,7301,3,1,43700.0,0,0
140604148,2016-08-18,1,39.34,12965,3,1,141450.0,0,1
140417673,2016-08-18,1,5.28,23295,3,2,21850.0,0,1
140654745,2016-08-18,1,9.14,10643,3,3,37950.0,1,0
140358922,2016-08-18,1,17.47,18168,3,1,13799.999999999998,0,0
140305394,2016-08-18,1,40.77,21949,3,2,147200.0,1,0
140449024,2016-08-18,1,4.66,11187,3,1,20700.0,0,0
140495389,2016-08-18,1,7.13,13593,3,1,23000.0,0,0
140321013,2016-08-18,1,6.77,8941,3,1,27600.0,0,0
140144039,2016-08-18,1,4.59,14543,3,3,18400.0,1,0
140673276,2016-08-18,1,9.38,11438,3,2,37950.0,0,0
140108625,2016-08-18,0,0.0,4472,4,1,0.0,1,0
140307869,2016-08-18,0,0.0,30518,4,0,0.0,0,0
140664881,2016-08-18,0,0.0,3294,4,0,0.0,0,0
140619378,2016-08-18,0,0.0,30958,4,0,0.0,0,0
140569981,2016-08-18,0,0.0,7261,4,0,0.0,0,0
140572967,2016-08-18,0,0.0,1716,4,0,0.0,0,0
140644381,2016-08-18,0,0.0,32551,4,1,0.0,1,1
140089508,2016-08-18,0,0.0,26056,4,0,0.0,0,0
140165210,2016-08-18,0,0.0,27381,4,1,0.0,0,0
140174712,2016-08-18,0,0.0,24627,4,1,0.0,0,0
140103075,2016-08-18,0,0.0,3579,4,1,0.0,0,0
140642383,2016-08-18,0,0.0,8328,4,2,0.0,0,0
140316378,2016-08-18,2,18.32,11646,4,2,74750.0,0,0
140300344,2016-08-18,2,36.42,16230,4,2,141450.0,0,0
140251489,2016-08-18,2,33.44,17491,4,4,118450.0,1,0
140539450,2016-08-18,2,12.1,6505,4,3,48299.99999999999,1,0
140211574,2016-08-18,2,19.46,23962,4,3,79350.0,1,1
140676007,2016-08-18,2,11.96,28485,4,2,42550.0,0,0
140167688,2016-08-18,2,28.7,24952,4,3,106950.0,1,0
140115944,2016-08-18,2,55.79,9846,4,2,208150.0,0,0
140128258,2016-08-18,2,74.53,24747,4,3,301300.0,0,0
140672679,2016-08-18,2,34.42,12035,4,3,140300.0,1,0
140169259,2016-08-18,2,35.56,24448,4,3,103500.0,0,0
140326727,2016-08-18,2,38.63,47730,4,3,124200.0,1,0
140316144,2016-08-18,3,20.41,36538,4,3,67850.0,0,0
140151819,2016-08-18,3,24.1,14966,4,4,80500.0,0,0
140396771,2016-08-18,3,27.25,38633,4,4,112700.0,1,0
140248417,2016-08-18,3,53.16,10590,4,3,202400.0,0,0
140499232,2016-08-18,3,113.43,25637,4,4,349600.0,1,0
140489582,2016-08-18,3,42.94,29633,4,4,149500.0,0,0
140091479,2016-08-18,3,33.67,13063,4,4,115000.0,0,0
140423550,2016-08-18,3,25.48,14085,4,4,88550.0,0,0
140223440,2016-08-18,3,42.12,16677,4,4,179400.0,0,0
140595371,2016-08-18,4,44.52,20298,4,4,134550.0,0,0
140339011,2016-08-18,4,44.0,18081,4,4,171350.0,0,0
140426158,2016-08-18,4,45.81,26040,4,4,174800.0,0,0
140091161,2016-08-18,4,34.7,12032,4,4,121900.0,0,0
140111548,2016-08-18,4,35.2,16174,4,4,144900.0,0,0
140666105,2016-08-18,1,26.48,51691,4,2,106950.0,0,0
140172092,2016-08-18,1,3.83,10335,4,1,13799.999999999998,0,0
140197036,2016-08-18,1,28.63,23702,4,2,47149.99999999999,1,0
140124199,2016-08-18,1,22.27,18401,4,2,32200.0,0,0
140488310,2016-08-18,1,5.32,9398,4,3,18400.0,0,0
140114732,2016-08-18,0,0.0,5114,5,2,0.0,2,0
140476972,2016-08-18,0,0.0,6514,5,0,0.0,0,0
140295025,2016-08-18,0,0.0,16411,5,0,0.0,0,0
140089998,2016-08-18,0,0.0,500,5,0,0.0,0,0
140159330,2016-08-18,0,0.0,13192,5,0,0.0,0,0
140351437,2016-08-18,2,32.88,40164,5,2,133400.0,0,0
140500307,2016-08-18,2,19.86,9734,5,3,65550.0,1,0
140214776,2016-08-18,2,76.72,25508,5,4,297850.0,0,0
140619820,2016-08-18,2,27.88,9581,5,2,96600.0,0,0
140586382,2016-08-18,2,8.36,35359,5,3,32200.0,1,0
140138288,2016-08-18,2,43.27,14579,5,2,157550.0,0,0
140680151,2016-08-18,2,22.85,22950,5,3,83950.0,0,0
140348389,2016-08-18,2,60.54,18989,5,3,227700.0,0,0
140417905,2016-08-18,2,29.73,12558,5,4,150650.0,0,0
140482469,2016-08-18,2,13.92,10411,5,4,63249.99999999999,1,0
140299409,2016-08-18,2,14.98,21553,5,2,67850.0,0,0
140581859,2016-08-18,3,44.57,43270,5,4,167900.0,0,0
140286723,2016-08-18,3,46.86,20177,5,5,62099.99999999999,0,0
140632161,2016-08-18,3,33.84,25931,5,4,74750.0,0,0
140091425,2016-08-18,3,19.91,26581,5,5,72450.0,1,0
140497486,2016-08-18,3,47.31,16711,5,4,117300.0,0,0
140433972,2016-08-18,3,42.32,23005,5,5,98900.0,0,0
140649247,2016-08-18,3,25.95,15473,5,4,96600.0,0,0
140321344,2016-08-18,3,27.47,33041,5,4,97750.0,0,0
140175440,2016-08-18,3,92.29,47508,5,5,355350.0,2,0
140668942,2016-08-18,3,18.86,36977,5,4,78200.0,0,0
140147410,2016-08-18,4,55.38,42667,5,5,215050.0,0,0
140608872,2016-08-18,4,25.92,67317,5,3,90850.0,0,0
140559537,2016-08-18,4,73.55,23250,5,4,236900.0,0,0
140243594,2016-08-18,4,29.32,28456,5,4,88550.0,0,0
140596169,2016-08-18,4,17.83,18556,5,4,78200.0,0,0
140215962,2016-08-18,4,54.21,11960,5,5,197800.0,0,0
