driver_id,date,total_transcations,total_distance,online_duration_in_seconds,orders_received,orders_accepted,earnings,orders_cancelled,label
140679952,2016-08-09,0,0.0,256,0,0,0.0,0,0
140362600,2016-08-09,0,0.0,0,0,0,0.0,0,0
140339218,2016-08-09,0,0.0,0,0,0,0.0,0,0
140454835,2016-08-09,0,0.0,0,0,0,0.0,0,0
140539721,2016-08-09,0,0.0,0,0,0,0.0,0,0
140673276,2016-08-09,0,0.0,720,0,0,0.0,0,0
140185295,2016-08-09,0,0.0,1776,0,0,0.0,0,0
140144039,2016-08-09,0,0.0,17802,0,0,0.0,0,0
140155102,2016-08-09,0,0.0,0,0,0,0.0,0,0
140109867,2016-08-09,0,0.0,0,0,0,0.0,0,0
140133815,2016-08-09,0,0.0,0,0,0,0.0,0,0
140275787,2016-08-09,0,0.0,0,0,0,0.0,0,1
140173838,2016-08-09,0,0.0,0,0,0,0.0,0,0
140093692,2016-08-09,0,0.0,1330,0,0,0.0,0,0
140218139,2016-08-09,0,0.0,0,0,0,0.0,0,0
140642915,2016-08-09,0,0.0,3895,0,0,0.0,0,0
140431732,2016-08-09,0,0.0,0,0,0,0.0,0,0
140171475,2016-08-09,0,0.0,14340,0,0,0.0,0,0
140106271,2016-08-09,0,0.0,0,0,0,0.0,0,0
140345575,2016-08-09,0,0.0,7829,0,0,0.0,0,0
140199258,2016-08-09,0,0.0,0,0,0,0.0,0,0
140352711,2016-08-09,0,0.0,24,0,0,0.0,0,1
140649001,2016-08-09,0,0.0,532,0,0,0.0,0,0
140260579,2016-08-09,0,0.0,0,0,0,0.0,0,0
140444223,2016-08-09,0,0.0,0,0,0,0.0,0,0
140545313,2016-08-09,0,0.0,6748,0,0,0.0,0,0
140538582,2016-08-09,0,0.0,0,0,0,0.0,0,0
140407773,2016-08-09,0,0.0,0,0,0,0.0,0,0
140105411,2016-08-09,0,0.0,0,0,0,0.0,0,0
140664131,2016-08-09,0,0.0,1633,0,0,0.0,0,0
140161135,2016-08-09,0,0.0,5112,0,0,0.0,0,0
140106669,2016-08-09,0,0.0,1625,0,0,0.0,0,0
140111548,2016-08-09,0,0.0,0,0,0,0.0,0,0
140566227,2016-08-09,0,0.0,0,0,0,0.0,0,0
140519502,2016-08-09,0,0.0,0,0,0,0.0,0,0
140284163,2016-08-09,0,0.0,0,0,0,0.0,0,1
140308105,2016-08-09,0,0.0,0,0,0,0.0,0,0
140549837,2016-08-09,0,0.0,4718,0,0,0.0,0,0
140154578,2016-08-09,0,0.0,4543,0,0,0.0,0,0
140536720,2016-08-09,0,0.0,0,0,0,0.0,0,0
140513987,2016-08-09,0,0.0,52,0,0,0.0,0,0
140436129,2016-08-09,0,0.0,0,0,0,0.0,0,0
140143974,2016-08-09,0,0.0,0,0,0,0.0,0,0
140496469,2016-08-09,0,0.0,0,0,0,0.0,0,0
140174329,2016-08-09,0,0.0,0,0,0,0.0,0,0
140209728,2016-08-09,0,0.0,0,0,0,0.0,0,0
140601187,2016-08-09,0,0.0,0,0,0,0.0,0,0
140270970,2016-08-09,0,0.0,9,0,0,0.0,0,0
140314398,2016-08-09,0,0.0,6434,0,0,0.0,0,0
140158730,2016-08-09,0,0.0,0,0,0,0.0,0,0
140472775,2016-08-09,0,0.0,0,0,0,0.0,0,0
140414979,2016-08-09,0,0.0,6825,0,0,0.0,0,0
140133384,2016-08-09,0,0.0,2338,0,0,0.0,0,0
140354919,2016-08-09,0,0.0,0,0,0,0.0,0,0
140119661,2016-08-09,0,0.0,0,0,0,0.0,0,0
140183460,2016-08-09,0,0.0,0,0,0,0.0,0,0
140476723,2016-08-09,0,0.0,292,0,0,0.0,0,0
140315780,2016-08-09,0,0.0,2452,0,0,0.0,0,1
140548096,2016-08-09,0,0.0,0,0,0,0.0,0,0
140119455,2016-08-09,0,0.0,0,0,0,0.0,0,0
140550910,2016-08-09,0,0.0,0,0,0,0.0,0,0
140588728,2016-08-09,0,0.0,205,0,0,0.0,0,0
140495543,2016-08-09,0,0.0,5763,0,0,0.0,0,1
140330570,2016-08-09,0,0.0,0,0,0,0.0,0,0
140403224,2016-08-09,0,0.0,0,0,0,0.0,0,1
140436342,2016-08-09,0,0.0,0,0,0,0.0,0,0
140130559,2016-08-09,0,0.0,22,0,0,0.0,0,0
140272814,2016-08-09,0,0.0,3674,0,0,0.0,0,0
140165210,2016-08-09,0,0.0,0,0,0,0.0,0,0
140591315,2016-08-09,0,0.0,0,0,0,0.0,0,0
140187801,2016-08-09,0,0.0,0,0,0,0.0,0,1
140653470,2016-08-09,0,0.0,6272,0,0,0.0,0,0
140497043,2016-08-09,0,0.0,0,0,0,0.0,0,0
140565358,2016-08-09,0,0.0,0,0,0,0.0,0,0
140116577,2016-08-09,0,0.0,0,0,0,0.0,0,0
140138907,2016-08-09,0,0.0,17048,0,0,0.0,0,0
140145375,2016-08-09,0,0.0,0,0,0,0.0,0,0
140515506,2016-08-09,0,0.0,4874,0,0,0.0,0,0
140672732,2016-08-09,0,0.0,12448,0,0,0.0,0,0
140339098,2016-08-09,0,0.0,0,0,0,0.0,0,0
140167966,2016-08-09,0,0.0,1109,0,0,0.0,0,0
140223440,2016-08-09,0,0.0,1001,0,0,0.0,0,0
140599574,2016-08-09,0,0.0,0,0,0,0.0,0,1
140632161,2016-08-09,0,0.0,0,0,0,0.0,0,0
140173978,2016-08-09,0,0.0,0,0,0,0.0,0,0
140664881,2016-08-09,0,0.0,0,0,0,0.0,0,0
140427959,2016-08-09,0,0.0,0,0,0,0.0,0,0
140554793,2016-08-09,0,0.0,3150,0,0,0.0,0,0
140114936,2016-08-09,0,0.0,0,0,0,0.0,0,0
140578508,2016-08-09,0,0.0,601,0,0,0.0,0,1
140497462,2016-08-09,0,0.0,0,0,0,0.0,0,0
140362379,2016-08-09,0,0.0,114,0,0,0.0,0,0
140088951,2016-08-09,0,0.0,0,0,0,0.0,0,0
140619820,2016-08-09,0,0.0,0,0,0,0.0,0,0
140481644,2016-08-09,0,0.0,0,0,0,0.0,0,0
140114202,2016-08-09,0,0.0,0,0,0,0.0,0,0
140122244,2016-08-09,0,0.0,0,0,0,0.0,0,0
140621299,2016-08-09,0,0.0,0,0,0,0.0,0,0
140556092,2016-08-09,0,0.0,0,0,0,0.0,0,0
140159330,2016-08-09,0,0.0,0,0,0,0.0,0,0
140139504,2016-08-09,0,0.0,0,0,0,0.0,0,1
140567586,2016-08-09,0,0.0,0,0,0,0.0,0,0
140297709,2016-08-09,0,0.0,0,0,0,0.0,0,0
140221400,2016-08-09,0,0.0,616,0,0,0.0,0,0
140167578,2016-08-09,0,0.0,360,0,0,0.0,0,0
140192452,2016-08-09,0,0.0,757,0,0,0.0,0,0
140504888,2016-08-09,0,0.0,0,0,0,0.0,0,0
140414182,2016-08-09,0,0.0,0,0,0,0.0,0,0
140293098,2016-08-09,0,0.0,0,0,0,0.0,0,0
140194534,2016-08-09,0,0.0,0,0,0,0.0,0,1
140596795,2016-08-09,0,0.0,200,0,0,0.0,0,0
140119940,2016-08-09,0,0.0,39,0,0,0.0,0,0
140466165,2016-08-09,0,0.0,0,0,0,0.0,0,1
140312610,2016-08-09,0,0.0,3979,0,0,0.0,0,0
140123819,2016-08-09,0,0.0,0,0,0,0.0,0,0
140456973,2016-08-09,0,0.0,0,0,0,0.0,0,0
140470025,2016-08-09,0,0.0,0,0,0,0.0,0,0
140350665,2016-08-09,0,0.0,4641,0,0,0.0,0,0
140664151,2016-08-09,0,0.0,1499,0,0,0.0,0,0
140247771,2016-08-09,0,0.0,3487,0,0,0.0,0,0
140497454,2016-08-09,0,0.0,0,0,0,0.0,0,0
140564527,2016-08-09,0,0.0,0,0,0,0.0,0,0
140197531,2016-08-09,0,0.0,0,0,0,0.0,0,1
140617738,2016-08-09,0,0.0,1,0,0,0.0,0,0
140465696,2016-08-09,0,0.0,0,0,0,0.0,0,0
140491673,2016-08-09,0,0.0,18433,0,0,0.0,0,0
140243682,2016-08-09,0,0.0,0,0,0,0.0,0,0
140358922,2016-08-09,0,0.0,0,0,0,0.0,0,0
140535711,2016-08-09,0,0.0,0,0,0,0.0,0,1
140273029,2016-08-09,0,0.0,0,0,0,0.0,0,1
140091443,2016-08-09,0,0.0,0,0,0,0.0,0,0
140295314,2016-08-09,0,0.0,0,0,0,0.0,0,0
140113398,2016-08-09,0,0.0,0,0,0,0.0,0,0
140587854,2016-08-09,0,0.0,79,0,0,0.0,0,1
140123930,2016-08-09,0,0.0,0,0,0,0.0,0,0
140176513,2016-08-09,0,0.0,0,0,0,0.0,0,0
140396049,2016-08-09,0,0.0,0,0,0,0.0,0,1
140132024,2016-08-09,0,0.0,5792,0,0,0.0,0,0
140569728,2016-08-09,0,0.0,5997,0,0,0.0,0,0
140489582,2016-08-09,0,0.0,31048,0,0,0.0,0,0
140525561,2016-08-09,0,0.0,0,0,0,0.0,0,0
140198188,2016-08-09,0,0.0,0,0,0,0.0,0,0
140215287,2016-08-09,0,0.0,7,0,0,0.0,0,0
140466046,2016-08-09,0,0.0,459,0,0,0.0,0,0
140305234,2016-08-09,0,0.0,0,0,0,0.0,0,0
140494615,2016-08-09,0,0.0,0,0,0,0.0,0,0
140188349,2016-08-09,0,0.0,0,0,0,0.0,0,0
140135511,2016-08-09,0,0.0,0,0,0,0.0,0,0
140642383,2016-08-09,0,0.0,0,0,0,0.0,0,0
140457464,2016-08-09,0,0.0,0,0,0,0.0,0,1
140157208,2016-08-09,0,0.0,0,0,0,0.0,0,0
140614519,2016-08-09,0,0.0,5135,0,0,0.0,0,0
140564417,2016-08-09,0,0.0,58401,0,0,0.0,0,0
140146701,2016-08-09,0,0.0,1022,0,0,0.0,0,0
140266995,2016-08-09,0,0.0,0,0,0,0.0,0,1
140650651,2016-08-09,0,0.0,0,0,0,0.0,0,0
140631392,2016-08-09,0,0.0,1646,0,0,0.0,0,0
140618182,2016-08-09,0,0.0,0,0,0,0.0,0,0
140483701,2016-08-09,0,0.0,0,0,0,0.0,0,0
140503717,2016-08-09,0,0.0,9806,0,0,0.0,0,0
140488225,2016-08-09,0,0.0,955,0,0,0.0,0,0
140443272,2016-08-09,0,0.0,0,0,0,0.0,0,0
140471543,2016-08-09,0,0.0,1744,0,0,0.0,0,0
140270486,2016-08-09,0,0.0,0,0,0,0.0,0,0
140318379,2016-08-09,0,0.0,0,0,0,0.0,0,0
140177056,2016-08-09,0,0.0,0,0,0,0.0,0,1
140090340,2016-08-09,0,0.0,2713,0,0,0.0,0,0
140494842,2016-08-09,0,0.0,0,0,0,0.0,0,0
140092790,2016-08-09,0,0.0,1174,0,0,0.0,0,0
140138397,2016-08-09,0,0.0,0,0,0,0.0,0,0
140567932,2016-08-09,0,0.0,0,0,0,0.0,0,0
140521037,2016-08-09,0,0.0,0,0,0,0.0,0,0
140107231,2016-08-09,0,0.0,19,0,0,0.0,0,0
140161617,2016-08-09,0,0.0,0,0,0,0.0,0,0
140475609,2016-08-09,0,0.0,0,0,0,0.0,0,0
140496070,2016-08-09,0,0.0,49,0,0,0.0,0,0
140597244,2016-08-09,0,0.0,0,0,0,0.0,0,0
140223764,2016-08-09,0,0.0,37075,0,0,0.0,0,0
140126379,2016-08-09,0,0.0,0,0,0,0.0,0,0
140392718,2016-08-09,0,0.0,0,0,0,0.0,0,1
140441056,2016-08-09,0,0.0,0,0,0,0.0,0,1
140417005,2016-08-09,0,0.0,3,0,0,0.0,0,0
140091462,2016-08-09,0,0.0,0,0,0,0.0,0,0
140578587,2016-08-09,0,0.0,0,0,0,0.0,0,0
140137212,2016-08-09,0,0.0,0,0,0,0.0,0,0
140369369,2016-08-09,0,0.0,0,0,0,0.0,0,0
140109178,2016-08-09,0,0.0,0,0,0,0.0,0,0
140194737,2016-08-09,0,0.0,0,0,0,0.0,0,1
140448152,2016-08-09,0,0.0,0,0,0,0.0,0,0
140259209,2016-08-09,0,0.0,0,0,0,0.0,0,0
140284186,2016-08-09,0,0.0,2627,0,0,0.0,0,0
140450879,2016-08-09,0,0.0,0,0,0,0.0,0,1
140517189,2016-08-09,0,0.0,1631,0,0,0.0,0,0
140133873,2016-08-09,0,0.0,0,0,0,0.0,0,1
140129542,2016-08-09,0,0.0,0,0,0,0.0,0,0
140447611,2016-08-09,0,0.0,0,0,0,0.0,0,0
140598613,2016-08-09,0,0.0,0,0,0,0.0,0,1
140677958,2016-08-09,0,0.0,69,0,0,0.0,0,0
140577662,2016-08-09,0,0.0,0,0,0,0.0,0,0
140217042,2016-08-09,0,0.0,0,0,0,0.0,0,0
140466052,2016-08-09,0,0.0,1324,0,0,0.0,0,0
140581465,2016-08-09,0,0.0,0,0,0,0.0,0,0
140214750,2016-08-09,0,0.0,0,0,0,0.0,0,0
140593785,2016-08-09,0,0.0,0,0,0,0.0,0,0
140627211,2016-08-09,0,0.0,5779,0,0,0.0,0,0
140497369,2016-08-09,0,0.0,0,0,0,0.0,0,1
140218615,2016-08-09,0,0.0,960,0,0,0.0,0,0
140160541,2016-08-09,0,0.0,0,0,0,0.0,0,0
140256934,2016-08-09,0,0.0,0,0,0,0.0,0,1
140644010,2016-08-09,0,0.0,9731,0,0,0.0,0,0
140356607,2016-08-09,0,0.0,0,0,0,0.0,0,1
140092461,2016-08-09,0,0.0,145,0,0,0.0,0,0
140428270,2016-08-09,0,0.0,0,0,0,0.0,0,0
140486909,2016-08-09,0,0.0,0,0,0,0.0,0,0
140300883,2016-08-09,0,0.0,0,0,0,0.0,0,0
140158660,2016-08-09,0,0.0,290,0,0,0.0,0,0
140157903,2016-08-09,0,0.0,0,0,0,0.0,0,0
140622921,2016-08-09,0,0.0,0,0,0,0.0,0,0
140168319,2016-08-09,0,0.0,0,0,0,0.0,0,0
140338068,2016-08-09,0,0.0,3256,0,0,0.0,0,0
140106578,2016-08-09,0,0.0,153,0,0,0.0,0,1
140655263,2016-08-09,0,0.0,0,0,0,0.0,0,1
140106784,2016-08-09,0,0.0,0,0,0,0.0,0,0
140529190,2016-08-09,0,0.0,0,0,0,0.0,0,1
140589666,2016-08-09,0,0.0,0,0,0,0.0,0,0
140094741,2016-08-09,0,0.0,113,0,0,0.0,0,1
140248758,2016-08-09,0,0.0,0,0,0,0.0,0,0
140122166,2016-08-09,0,0.0,518,0,0,0.0,0,0
140120946,2016-08-09,0,0.0,0,0,0,0.0,0,0
140427620,2016-08-09,0,0.0,0,0,0,0.0,0,1
140610323,2016-08-09,0,0.0,876,0,0,0.0,0,1
140509513,2016-08-09,0,0.0,0,0,0,0.0,0,0
140444041,2016-08-09,0,0.0,0,0,0,0.0,0,0
140093084,2016-08-09,0,0.0,0,0,0,0.0,0,1
140133349,2016-08-09,0,0.0,0,0,0,0.0,0,1
140425765,2016-08-09,0,0.0,2640,0,0,0.0,0,0
140395729,2016-08-09,0,0.0,0,0,0,0.0,0,0
140495602,2016-08-09,0,0.0,0,0,0,0.0,0,0
140123075,2016-08-09,0,0.0,0,0,0,0.0,0,0
140585435,2016-08-09,0,0.0,28,0,0,0.0,0,0
140210561,2016-08-09,0,0.0,0,0,0,0.0,0,0
140135895,2016-08-09,0,0.0,0,0,0,0.0,0,1
140311685,2016-08-09,0,0.0,0,0,0,0.0,0,1
140143988,2016-08-09,0,0.0,0,0,0,0.0,0,0
140191341,2016-08-09,0,0.0,0,0,0,0.0,0,0
140566303,2016-08-09,0,0.0,0,0,0,0.0,0,1
140325308,2016-08-09,0,0.0,0,0,0,0.0,0,0
140168404,2016-08-09,0,0.0,2387,0,0,0.0,0,0
140501270,2016-08-09,0,0.0,0,0,0,0.0,0,1
140214910,2016-08-09,0,0.0,494,0,0,0.0,0,0
140443028,2016-08-09,0,0.0,0,0,0,0.0,0,0
140513346,2016-08-09,0,0.0,0,0,0,0.0,0,0
140431561,2016-08-09,0,0.0,0,0,0,0.0,0,0
140597607,2016-08-09,0,0.0,10257,0,0,0.0,0,1
140167917,2016-08-09,0,0.0,0,0,0,0.0,0,0
140379624,2016-08-09,0,0.0,501,0,0,0.0,0,0
140483330,2016-08-09,0,0.0,3050,0,0,0.0,0,0
140511596,2016-08-09,0,0.0,0,0,0,0.0,0,1
140501023,2016-08-09,0,0.0,2526,0,0,0.0,0,0
140403133,2016-08-09,0,0.0,0,0,0,0.0,0,0
140562886,2016-08-09,0,0.0,0,0,0,0.0,0,0
140563353,2016-08-09,0,0.0,0,0,0,0.0,0,1
140499883,2016-08-09,0,0.0,0,0,0,0.0,0,0
140492575,2016-08-09,0,0.0,0,0,0,0.0,0,0
140616514,2016-08-09,0,0.0,71,0,0,0.0,0,0
140552710,2016-08-09,0,0.0,961,0,0,0.0,0,0
140663212,2016-08-09,0,0.0,0,0,0,0.0,0,0
140617903,2016-08-09,0,0.0,0,0,0,0.0,0,0
140152776,2016-08-09,0,0.0,0,0,0,0.0,0,1
140103623,2016-08-09,0,0.0,11094,0,0,0.0,0,0
140577651,2016-08-09,0,0.0,3632,0,0,0.0,0,0
140392464,2016-08-09,0,0.0,0,0,0,0.0,0,0
140274655,2016-08-09,0,0.0,2170,0,0,0.0,0,0
140108492,2016-08-09,0,0.0,628,0,0,0.0,0,1
140507868,2016-08-09,0,0.0,0,0,0,0.0,0,0
140110837,2016-08-09,0,0.0,0,0,0,0.0,0,0
140377281,2016-08-09,0,0.0,0,0,0,0.0,0,0
140157958,2016-08-09,0,0.0,0,0,0,0.0,0,0
140118182,2016-08-09,0,0.0,0,0,0,0.0,0,0
140171808,2016-08-09,0,0.0,0,0,0,0.0,0,0
140144720,2016-08-09,0,0.0,0,0,0,0.0,0,0
140634365,2016-08-09,0,0.0,0,0,0,0.0,0,0
140365471,2016-08-09,0,0.0,0,0,0,0.0,0,0
140565108,2016-08-09,0,0.0,0,0,0,0.0,0,0
140309729,2016-08-09,0,0.0,0,0,0,0.0,0,0
140318072,2016-08-09,0,0.0,0,0,0,0.0,0,0
140173547,2016-08-09,0,0.0,0,0,0,0.0,0,0
140506737,2016-08-09,0,0.0,0,0,0,0.0,0,0
140283162,2016-08-09,0,0.0,8884,0,0,0.0,0,0
140088441,2016-08-09,0,0.0,0,0,0,0.0,0,0
140300061,2016-08-09,0,0.0,0,0,0,0.0,0,0
140437203,2016-08-09,0,0.0,0,0,0,0.0,0,0
140273663,2016-08-09,0,0.0,0,0,0,0.0,0,0
140475136,2016-08-09,0,0.0,3435,0,0,0.0,0,0
140586064,2016-08-09,0,0.0,9938,0,0,0.0,0,0
140356056,2016-08-09,0,0.0,0,0,0,0.0,0,0
140142923,2016-08-09,0,0.0,0,0,0,0.0,0,0
140574606,2016-08-09,0,0.0,1798,0,0,0.0,0,1
140382652,2016-08-09,0,0.0,0,0,0,0.0,0,0
140655573,2016-08-09,0,0.0,46,0,0,0.0,0,0
140400573,2016-08-09,0,0.0,0,0,0,0.0,0,0
140139916,2016-08-09,0,0.0,30,0,0,0.0,0,0
140156401,2016-08-09,0,0.0,0,0,0,0.0,0,0
140135557,2016-08-09,0,0.0,0,0,0,0.0,0,0
140198862,2016-08-09,0,0.0,0,0,0,0.0,0,1
140285760,2016-08-09,0,0.0,29,0,0,0.0,0,0
140429877,2016-08-09,0,0.0,0,0,0,0.0,0,0
140658853,2016-08-09,0,0.0,265,0,0,0.0,0,0
140119336,2016-08-09,0,0.0,0,0,0,0.0,0,0
140176344,2016-08-09,0,0.0,0,0,0,0.0,0,0
140479363,2016-08-09,0,0.0,0,0,0,0.0,0,0
140189861,2016-08-09,0,0.0,0,0,0,0.0,0,0
140224362,2016-08-09,0,0.0,0,0,0,0.0,0,0
140582646,2016-08-09,0,0.0,0,0,0,0.0,0,1
140350111,2016-08-09,0,0.0,0,0,0,0.0,0,0
140235979,2016-08-09,0,0.0,0,0,0,0.0,0,0
140451790,2016-08-09,0,0.0,0,0,0,0.0,0,0
140444126,2016-08-09,0,0.0,0,0,0,0.0,0,0
140300511,2016-08-09,0,0.0,8468,0,0,0.0,0,0
140274518,2016-08-09,0,0.0,0,0,0,0.0,0,0
140586960,2016-08-09,0,0.0,802,0,0,0.0,0,0
140433957,2016-08-09,0,0.0,0,0,0,0.0,0,0
140111392,2016-08-09,0,0.0,0,0,0,0.0,0,0
140419303,2016-08-09,0,0.0,5,0,0,0.0,0,1
140134590,2016-08-09,0,0.0,0,0,0,0.0,0,0
140090121,2016-08-09,0,0.0,1314,0,0,0.0,0,0
140321834,2016-08-09,0,0.0,0,0,0,0.0,0,0
140309762,2016-08-09,0,0.0,4,0,0,0.0,0,0
140430175,2016-08-09,0,0.0,0,0,0,0.0,0,0
140129350,2016-08-09,0,0.0,0,0,0,0.0,0,0
140507127,2016-08-09,0,0.0,0,0,0,0.0,0,0
140115920,2016-08-09,0,0.0,0,0,0,0.0,0,0
140089998,2016-08-09,0,0.0,101,0,0,0.0,0,0
140435574,2016-08-09,0,0.0,2533,0,0,0.0,0,0
140664534,2016-08-09,0,0.0,0,0,0,0.0,0,0
140245516,2016-08-09,0,0.0,834,0,0,0.0,0,0
140472096,2016-08-09,0,0.0,1,0,0,0.0,0,1
140260056,2016-08-09,0,0.0,392,0,0,0.0,0,0
140613119,2016-08-09,0,0.0,1016,0,0,0.0,0,0
140325209,2016-08-09,0,0.0,0,0,0,0.0,0,0
140677706,2016-08-09,0,0.0,1136,0,0,0.0,0,1
140566541,2016-08-09,0,0.0,44,0,0,0.0,0,0
140416813,2016-08-09,0,0.0,129,0,0,0.0,0,0
140596169,2016-08-09,0,0.0,676,0,0,0.0,0,0
140140548,2016-08-09,0,0.0,0,0,0,0.0,0,0
140420255,2016-08-09,0,0.0,327,0,0,0.0,0,0
140097103,2016-08-09,0,0.0,0,0,0,0.0,0,0
140100000,2016-08-09,0,0.0,4401,0,0,0.0,0,0
140157757,2016-08-09,0,0.0,997,0,0,0.0,0,0
140163424,2016-08-09,0,0.0,0,0,0,0.0,0,1
140484362,2016-08-09,0,0.0,5325,0,0,0.0,0,0
140184990,2016-08-09,0,0.0,1734,0,0,0.0,0,0
140268136,2016-08-09,0,0.0,0,0,0,0.0,0,0
140197025,2016-08-09,0,0.0,0,0,0,0.0,0,1
140140871,2016-08-09,0,0.0,0,0,0,0.0,0,0
140499080,2016-08-09,0,0.0,0,0,0,0.0,0,0
140493743,2016-08-09,0,0.0,0,0,0,0.0,0,1
140441424,2016-08-09,0,0.0,0,0,0,0.0,0,0
140370896,2016-08-09,0,0.0,0,0,0,0.0,0,0
140199497,2016-08-09,0,0.0,8935,0,0,0.0,0,0
140197069,2016-08-09,0,0.0,0,0,0,0.0,0,1
140350446,2016-08-09,0,0.0,0,0,0,0.0,0,0
140617077,2016-08-09,0,0.0,3563,0,0,0.0,0,0
140193484,2016-08-09,0,0.0,0,0,0,0.0,0,0
140497486,2016-08-09,0,0.0,0,0,0,0.0,0,0
140509484,2016-08-09,0,0.0,7544,0,0,0.0,0,0
140560277,2016-08-09,0,0.0,0,0,0,0.0,0,1
140355793,2016-08-09,0,0.0,175,0,0,0.0,0,0
140128442,2016-08-09,0,0.0,0,0,0,0.0,0,0
140600870,2016-08-09,0,0.0,92,0,0,0.0,0,0
140177939,2016-08-09,0,0.0,14258,0,0,0.0,0,0
140517939,2016-08-09,0,0.0,327,0,0,0.0,0,0
140143408,2016-08-09,0,0.0,0,0,0,0.0,0,0
140173543,2016-08-09,0,0.0,0,0,0,0.0,0,0
140141939,2016-08-09,0,0.0,0,0,0,0.0,0,1
140219265,2016-08-09,0,0.0,0,0,0,0.0,0,0
140127601,2016-08-09,0,0.0,0,0,0,0.0,0,0
140184289,2016-08-09,0,0.0,0,0,0,0.0,0,0
140404705,2016-08-09,0,0.0,0,0,0,0.0,0,1
140586192,2016-08-09,0,0.0,0,0,0,0.0,0,0
140171664,2016-08-09,0,0.0,0,0,0,0.0,0,0
140572983,2016-08-09,0,0.0,0,0,0,0.0,0,1
140111741,2016-08-09,0,0.0,0,0,0,0.0,0,1
140515920,2016-08-09,0,0.0,0,0,0,0.0,0,0
140491992,2016-08-09,0,0.0,0,0,0,0.0,0,0
140594423,2016-08-09,0,0.0,0,0,0,0.0,0,0
140169069,2016-08-09,0,0.0,0,0,0,0.0,0,1
140093418,2016-08-09,0,0.0,2054,0,0,0.0,0,0
140658977,2016-08-09,0,0.0,8312,0,0,0.0,0,0
140094906,2016-08-09,0,0.0,0,0,0,0.0,0,0
140211039,2016-08-09,0,0.0,0,0,0,0.0,0,0
140344239,2016-08-09,0,0.0,0,0,0,0.0,0,0
140160957,2016-08-09,1,12.74,5172,0,0,0.0,0,0
140141938,2016-08-09,1,15.7,3804,0,0,0.0,0,0
140315008,2016-08-09,0,0.0,5201,2,0,0.0,0,0
140580959,2016-08-09,0,0.0,37698,2,0,0.0,0,0
140593940,2016-08-09,0,0.0,12877,2,2,0.0,0,0
140115912,2016-08-09,0,0.0,6075,2,0,0.0,0,0
140287872,2016-08-09,0,0.0,52063,2,1,0.0,0,0
140610603,2016-08-09,0,0.0,9698,2,2,0.0,2,0
140120413,2016-08-09,0,0.0,4718,2,0,0.0,0,0
140093009,2016-08-09,0,0.0,10772,2,1,0.0,0,0
140678601,2016-08-09,0,0.0,40,2,0,0.0,0,1
140543732,2016-08-09,0,0.0,12224,2,2,0.0,0,0
140586283,2016-08-09,0,0.0,10266,2,2,0.0,1,0
140498493,2016-08-09,0,0.0,8295,2,0,0.0,0,0
140468356,2016-08-09,0,0.0,7519,2,0,0.0,0,0
140655858,2016-08-09,0,0.0,4197,2,0,0.0,0,0
140096042,2016-08-09,0,0.0,5683,2,0,0.0,0,0
140279101,2016-08-09,0,0.0,8991,2,0,0.0,0,0
140431595,2016-08-09,0,0.0,5187,2,0,0.0,0,0
140316568,2016-08-09,0,0.0,919,2,0,0.0,0,0
140578513,2016-08-09,0,0.0,7992,2,1,0.0,1,0
140529348,2016-08-09,0,0.0,9267,2,1,0.0,0,1
140433409,2016-08-09,0,0.0,4400,2,0,0.0,0,0
140384426,2016-08-09,0,0.0,2641,2,0,0.0,0,0
140121323,2016-08-09,0,0.0,2534,2,0,0.0,0,0
140133232,2016-08-09,0,0.0,13758,2,1,0.0,0,0
140300851,2016-08-09,0,0.0,13277,2,0,0.0,0,0
140300344,2016-08-09,0,0.0,9751,2,0,0.0,0,0
140556037,2016-08-09,0,0.0,14341,2,0,0.0,0,0
140547374,2016-08-09,0,0.0,5141,2,1,0.0,1,0
140104654,2016-08-09,0,0.0,3239,2,1,0.0,0,0
140292277,2016-08-09,0,0.0,1093,2,0,0.0,0,0
140447503,2016-08-09,0,0.0,23102,2,2,0.0,2,0
140132702,2016-08-09,0,0.0,7791,2,0,0.0,0,0
140310151,2016-08-09,0,0.0,16991,2,0,0.0,0,0
140238724,2016-08-09,0,0.0,4372,2,0,0.0,0,0
140211632,2016-08-09,0,0.0,17657,2,0,0.0,0,0
140589927,2016-08-09,2,10.59,9657,2,2,57499.99999999999,0,0
140604065,2016-08-09,2,9.74,17695,2,1,12649.999999999998,0,0
140664958,2016-08-09,2,15.28,15665,2,2,58649.99999999999,0,0
140526483,2016-08-09,2,12.9,5583,2,2,54049.99999999999,0,0
140281716,2016-08-09,2,26.65,7614,2,2,96600.0,0,0
140350701,2016-08-09,2,54.58,14290,2,2,197800.0,0,0
140283555,2016-08-09,2,56.5,15798,2,2,228850.0,0,0
140140281,2016-08-09,2,23.79,8344,2,2,96600.0,0,0
140565275,2016-08-09,1,44.54,10025,2,1,179400.0,0,0
140147410,2016-08-09,1,20.63,9077,2,2,83950.0,0,0
140474062,2016-08-09,1,12.01,21341,2,2,49449.99999999999,0,0
140137645,2016-08-09,1,3.71,7026,2,2,12649.999999999998,1,0
140668807,2016-08-09,1,3.96,8660,2,1,16099.999999999998,0,0
140219010,2016-08-09,1,21.12,35295,2,1,85100.0,0,0
140548053,2016-08-09,1,19.24,6500,2,1,17250.0,0,0
